usuario_id,seguido_id,desde,interaccion_frecuencia,razón,estado
1497,1630,2022-09-03,Ocasional,Interés en su contenido,Verified
601,1630,2024-08-06,Mensual,Interés en su contenido,Verified
978,1630,2021-02-13,Semanal,Interés en su contenido,Verified
1243,1630,2023-08-17,Ocasional,Interés en su contenido,Verified
956,1630,2020-12-24,Ocasional,Interés en su contenido,Verified
819,1630,2020-09-16,Semanal,Interés en su contenido,Verified
217,1630,2021-10-11,Mensual,Interés en su contenido,Verified
1117,1630,2022-04-18,Diaria,Interés en su contenido,Verified
1027,1631,2023-10-26,Mensual,Interés en su contenido,Verified
574,1631,2021-08-21,Semanal,Interés en su contenido,Verified
662,1631,2024-11-27,Diaria,Interés en su contenido,Verified
179,1631,2024-11-03,Semanal,Interés en su contenido,Verified
1119,1631,2023-04-24,Mensual,Interés en su contenido,Verified
1314,1631,2024-03-28,Semanal,Interés en su contenido,Verified
170,1631,2020-09-12,Semanal,Interés en su contenido,Verified
214,1632,2021-01-17,Mensual,Interés en su contenido,Verified
554,1632,2023-05-04,Ocasional,Interés en su contenido,Verified
219,1632,2024-10-17,Semanal,Interés en su contenido,Verified
8,1632,2023-08-21,Mensual,Interés en su contenido,Verified
87,1632,2024-03-09,Diaria,Interés en su contenido,Verified
1231,1632,2021-02-01,Ocasional,Interés en su contenido,Verified
652,1633,2025-01-04,Diaria,Interés en su contenido,Verified
1423,1633,2023-09-15,Mensual,Interés en su contenido,Verified
482,1633,2023-02-18,Mensual,Interés en su contenido,Verified
108,1633,2021-07-11,Diaria,Interés en su contenido,Verified
1346,1633,2023-11-07,Semanal,Interés en su contenido,Verified
535,1633,2022-03-18,Ocasional,Interés en su contenido,Verified
1074,1633,2020-03-31,Diaria,Interés en su contenido,Verified
336,1633,2021-07-30,Diaria,Interés en su contenido,Verified
931,1633,2023-08-17,Diaria,Interés en su contenido,Verified
1421,1633,2023-10-01,Ocasional,Interés en su contenido,Verified
281,1633,2024-08-21,Semanal,Interés en su contenido,Verified
1107,1634,2020-07-25,Semanal,Interés en su contenido,Verified
930,1634,2021-11-27,Semanal,Interés en su contenido,Verified
521,1634,2021-05-07,Diaria,Interés en su contenido,Verified
75,1634,2023-12-09,Ocasional,Interés en su contenido,Verified
797,1634,2021-12-12,Semanal,Interés en su contenido,Verified
528,1634,2024-12-16,Mensual,Interés en su contenido,Verified
1295,1635,2024-12-22,Semanal,Interés en su contenido,Verified
758,1635,2023-08-17,Diaria,Interés en su contenido,Verified
805,1635,2023-11-13,Mensual,Interés en su contenido,Verified
262,1635,2023-06-10,Mensual,Interés en su contenido,Verified
78,1635,2021-09-06,Ocasional,Interés en su contenido,Verified
269,1635,2025-01-24,Diaria,Interés en su contenido,Verified
1406,1635,2020-05-06,Ocasional,Interés en su contenido,Verified
1335,1635,2025-01-29,Diaria,Interés en su contenido,Verified
260,1635,2020-09-30,Ocasional,Interés en su contenido,Verified
1200,1635,2021-11-24,Semanal,Interés en su contenido,Verified
516,1635,2024-01-20,Diaria,Interés en su contenido,Verified
1181,1635,2022-07-26,Semanal,Interés en su contenido,Verified
579,1635,2020-09-27,Diaria,Interés en su contenido,Verified
759,1635,2021-07-09,Mensual,Interés en su contenido,Verified
197,1635,2024-10-21,Ocasional,Interés en su contenido,Verified
214,1636,2021-12-12,Ocasional,Interés en su contenido,Verified
420,1636,2025-02-27,Ocasional,Interés en su contenido,Verified
1203,1636,2020-10-11,Mensual,Interés en su contenido,Verified
1209,1636,2023-12-06,Mensual,Interés en su contenido,Verified
523,1636,2023-02-07,Mensual,Interés en su contenido,Verified
821,1637,2023-05-21,Diaria,Interés en su contenido,Verified
329,1637,2024-04-19,Diaria,Interés en su contenido,Verified
139,1637,2021-12-26,Ocasional,Interés en su contenido,Verified
1440,1637,2023-01-19,Ocasional,Interés en su contenido,Verified
1283,1637,2020-07-24,Diaria,Interés en su contenido,Verified
90,1637,2024-09-14,Semanal,Interés en su contenido,Verified
1339,1637,2021-08-28,Ocasional,Interés en su contenido,Verified
645,1637,2021-04-11,Semanal,Interés en su contenido,Verified
325,1637,2020-04-02,Mensual,Interés en su contenido,Verified
63,1637,2022-07-03,Semanal,Interés en su contenido,Verified
887,1637,2024-05-15,Mensual,Interés en su contenido,Verified
1099,1637,2022-01-17,Ocasional,Interés en su contenido,Verified
1426,1638,2020-05-10,Mensual,Interés en su contenido,Verified
191,1638,2020-12-23,Ocasional,Interés en su contenido,Verified
43,1638,2021-04-12,Ocasional,Interés en su contenido,Verified
1470,1638,2022-05-29,Diaria,Interés en su contenido,Verified
257,1638,2025-01-24,Mensual,Interés en su contenido,Verified
469,1638,2020-05-27,Ocasional,Interés en su contenido,Verified
1361,1639,2023-12-20,Diaria,Interés en su contenido,Verified
1172,1639,2022-07-19,Semanal,Interés en su contenido,Verified
103,1639,2024-07-04,Semanal,Interés en su contenido,Verified
335,1639,2024-09-06,Ocasional,Interés en su contenido,Verified
396,1639,2021-09-02,Semanal,Interés en su contenido,Verified
1062,1639,2022-07-15,Diaria,Interés en su contenido,Verified
1112,1639,2021-01-04,Ocasional,Interés en su contenido,Verified
512,1640,2024-10-28,Diaria,Interés en su contenido,Verified
341,1640,2021-12-25,Semanal,Interés en su contenido,Verified
306,1640,2022-01-04,Diaria,Interés en su contenido,Verified
1338,1640,2023-03-03,Ocasional,Interés en su contenido,Verified
207,1640,2023-09-26,Mensual,Interés en su contenido,Verified
103,1640,2024-02-22,Semanal,Interés en su contenido,Verified
1075,1640,2021-06-03,Ocasional,Interés en su contenido,Verified
180,1640,2020-06-07,Semanal,Interés en su contenido,Verified
1499,1640,2024-03-14,Diaria,Interés en su contenido,Verified
571,1640,2020-09-14,Mensual,Interés en su contenido,Verified
538,1640,2020-04-29,Mensual,Interés en su contenido,Verified
493,1641,2021-02-05,Ocasional,Interés en su contenido,Verified
599,1641,2022-06-21,Semanal,Interés en su contenido,Verified
815,1641,2024-04-14,Semanal,Interés en su contenido,Verified
359,1641,2022-01-25,Diaria,Interés en su contenido,Verified
924,1641,2022-07-10,Ocasional,Interés en su contenido,Verified
974,1641,2021-05-11,Semanal,Interés en su contenido,Verified
185,1641,2024-02-24,Ocasional,Interés en su contenido,Verified
522,1641,2021-08-22,Semanal,Interés en su contenido,Verified
321,1641,2021-08-22,Diaria,Interés en su contenido,Verified
720,1641,2020-08-04,Semanal,Interés en su contenido,Verified
619,1641,2024-07-23,Mensual,Interés en su contenido,Verified
1165,1642,2025-01-08,Semanal,Interés en su contenido,Verified
799,1642,2023-04-22,Ocasional,Interés en su contenido,Verified
790,1642,2024-09-28,Ocasional,Interés en su contenido,Verified
195,1642,2020-04-03,Diaria,Interés en su contenido,Verified
1457,1642,2020-05-22,Mensual,Interés en su contenido,Verified
586,1642,2021-01-24,Semanal,Interés en su contenido,Verified
801,1642,2023-03-28,Semanal,Interés en su contenido,Verified
1242,1642,2020-10-21,Semanal,Interés en su contenido,Verified
730,1642,2024-02-11,Diaria,Interés en su contenido,Verified
227,1642,2022-07-31,Semanal,Interés en su contenido,Verified
528,1642,2024-10-05,Semanal,Interés en su contenido,Verified
33,1643,2024-06-17,Semanal,Interés en su contenido,Verified
1226,1643,2023-08-27,Ocasional,Interés en su contenido,Verified
1092,1643,2021-04-18,Diaria,Interés en su contenido,Verified
1218,1643,2021-04-02,Mensual,Interés en su contenido,Verified
1099,1643,2020-05-02,Ocasional,Interés en su contenido,Verified
593,1644,2023-08-20,Mensual,Interés en su contenido,Verified
458,1644,2024-09-24,Ocasional,Interés en su contenido,Verified
540,1644,2023-09-28,Semanal,Interés en su contenido,Verified
260,1644,2024-04-04,Semanal,Interés en su contenido,Verified
1130,1644,2022-04-02,Diaria,Interés en su contenido,Verified
1082,1644,2023-08-29,Diaria,Interés en su contenido,Verified
194,1644,2022-07-04,Diaria,Interés en su contenido,Verified
1322,1644,2022-03-14,Ocasional,Interés en su contenido,Verified
253,1644,2024-09-17,Semanal,Interés en su contenido,Verified
1352,1645,2022-06-06,Ocasional,Interés en su contenido,Verified
1099,1645,2020-09-17,Semanal,Interés en su contenido,Verified
954,1645,2023-05-03,Semanal,Interés en su contenido,Verified
237,1645,2021-07-23,Ocasional,Interés en su contenido,Verified
164,1645,2022-04-15,Semanal,Interés en su contenido,Verified
848,1645,2023-03-19,Semanal,Interés en su contenido,Verified
586,1645,2024-08-06,Diaria,Interés en su contenido,Verified
734,1646,2021-09-22,Mensual,Interés en su contenido,Verified
431,1646,2020-09-10,Diaria,Interés en su contenido,Verified
680,1646,2021-04-26,Semanal,Interés en su contenido,Verified
474,1646,2025-01-12,Ocasional,Interés en su contenido,Verified
1260,1646,2020-07-10,Ocasional,Interés en su contenido,Verified
850,1646,2020-10-06,Mensual,Interés en su contenido,Verified
647,1646,2023-07-10,Ocasional,Interés en su contenido,Verified
1012,1647,2023-07-30,Diaria,Interés en su contenido,Verified
566,1647,2023-04-21,Diaria,Interés en su contenido,Verified
152,1647,2021-01-24,Semanal,Interés en su contenido,Verified
857,1647,2023-04-04,Mensual,Interés en su contenido,Verified
1098,1647,2020-10-06,Ocasional,Interés en su contenido,Verified
1061,1648,2024-02-09,Ocasional,Interés en su contenido,Verified
562,1648,2022-05-28,Mensual,Interés en su contenido,Verified
183,1648,2024-05-09,Diaria,Interés en su contenido,Verified
1271,1648,2023-12-03,Diaria,Interés en su contenido,Verified
1136,1648,2021-07-11,Mensual,Interés en su contenido,Verified
691,1648,2022-03-27,Ocasional,Interés en su contenido,Verified
754,1648,2022-07-25,Diaria,Interés en su contenido,Verified
402,1648,2021-12-12,Mensual,Interés en su contenido,Verified
1083,1648,2023-10-31,Diaria,Interés en su contenido,Verified
1173,1648,2023-07-06,Diaria,Interés en su contenido,Verified
469,1648,2023-09-24,Semanal,Interés en su contenido,Verified
202,1648,2022-07-28,Mensual,Interés en su contenido,Verified
1381,1648,2023-11-24,Semanal,Interés en su contenido,Verified
1330,1648,2024-08-22,Mensual,Interés en su contenido,Verified
490,1649,2022-08-24,Ocasional,Interés en su contenido,Verified
1088,1649,2023-11-02,Ocasional,Interés en su contenido,Verified
979,1649,2023-01-09,Mensual,Interés en su contenido,Verified
164,1649,2020-03-27,Semanal,Interés en su contenido,Verified
479,1649,2022-01-07,Mensual,Interés en su contenido,Verified
517,1649,2022-03-19,Mensual,Interés en su contenido,Verified
613,1649,2023-03-20,Ocasional,Interés en su contenido,Verified
496,1649,2020-05-01,Mensual,Interés en su contenido,Verified
1157,1649,2022-06-08,Mensual,Interés en su contenido,Verified
239,1649,2023-06-05,Ocasional,Interés en su contenido,Verified
700,1649,2024-06-19,Mensual,Interés en su contenido,Verified
1356,1649,2020-07-26,Semanal,Interés en su contenido,Verified
1219,1649,2021-01-14,Ocasional,Interés en su contenido,Verified
435,1649,2022-11-24,Semanal,Interés en su contenido,Verified
1309,1650,2021-04-24,Ocasional,Interés en su contenido,Verified
1294,1650,2023-12-25,Ocasional,Interés en su contenido,Verified
400,1650,2023-08-16,Diaria,Interés en su contenido,Verified
433,1650,2023-02-21,Semanal,Interés en su contenido,Verified
1136,1650,2020-06-28,Diaria,Interés en su contenido,Verified
1372,1650,2023-07-06,Mensual,Interés en su contenido,Verified
662,1651,2020-06-15,Diaria,Interés en su contenido,Verified
689,1651,2022-04-07,Diaria,Interés en su contenido,Verified
1316,1651,2020-06-25,Ocasional,Interés en su contenido,Verified
1074,1651,2024-01-14,Mensual,Interés en su contenido,Verified
510,1651,2023-03-31,Ocasional,Interés en su contenido,Verified
107,1651,2024-06-06,Semanal,Interés en su contenido,Verified
378,1652,2023-02-01,Semanal,Interés en su contenido,Verified
132,1652,2023-08-24,Diaria,Interés en su contenido,Verified
307,1652,2021-11-20,Diaria,Interés en su contenido,Verified
1094,1652,2023-09-11,Diaria,Interés en su contenido,Verified
510,1652,2022-02-24,Ocasional,Interés en su contenido,Verified
1342,1652,2021-04-17,Semanal,Interés en su contenido,Verified
644,1653,2021-08-23,Diaria,Interés en su contenido,Verified
239,1653,2021-03-19,Diaria,Interés en su contenido,Verified
288,1653,2022-05-18,Diaria,Interés en su contenido,Verified
1307,1653,2023-01-11,Diaria,Interés en su contenido,Verified
553,1653,2024-04-17,Semanal,Interés en su contenido,Verified
1396,1653,2023-05-17,Semanal,Interés en su contenido,Verified
1330,1653,2022-03-05,Mensual,Interés en su contenido,Verified
1250,1653,2022-05-04,Semanal,Interés en su contenido,Verified
27,1653,2022-01-11,Diaria,Interés en su contenido,Verified
1215,1653,2022-04-11,Diaria,Interés en su contenido,Verified
365,1653,2025-02-12,Semanal,Interés en su contenido,Verified
1297,1653,2024-05-27,Diaria,Interés en su contenido,Verified
1389,1653,2020-10-04,Mensual,Interés en su contenido,Verified
140,1653,2021-08-25,Ocasional,Interés en su contenido,Verified
952,1654,2022-04-02,Diaria,Interés en su contenido,Verified
1488,1654,2023-09-10,Mensual,Interés en su contenido,Verified
27,1654,2022-01-16,Diaria,Interés en su contenido,Verified
28,1654,2020-06-26,Semanal,Interés en su contenido,Verified
489,1654,2023-11-18,Semanal,Interés en su contenido,Verified
1418,1654,2021-03-03,Mensual,Interés en su contenido,Verified
1340,1654,2022-01-26,Diaria,Interés en su contenido,Verified
496,1655,2023-12-15,Diaria,Interés en su contenido,Verified
64,1655,2024-02-21,Semanal,Interés en su contenido,Verified
451,1655,2020-09-10,Mensual,Interés en su contenido,Verified
529,1655,2023-07-17,Semanal,Interés en su contenido,Verified
827,1655,2021-03-08,Ocasional,Interés en su contenido,Verified
689,1655,2024-06-18,Diaria,Interés en su contenido,Verified
1050,1655,2024-03-21,Mensual,Interés en su contenido,Verified
657,1655,2024-09-19,Diaria,Interés en su contenido,Verified
747,1655,2020-07-28,Diaria,Interés en su contenido,Verified
742,1655,2020-11-08,Diaria,Interés en su contenido,Verified
906,1656,2024-11-02,Mensual,Interés en su contenido,Verified
1371,1656,2024-02-17,Mensual,Interés en su contenido,Verified
518,1656,2020-09-24,Diaria,Interés en su contenido,Verified
85,1656,2023-09-02,Semanal,Interés en su contenido,Verified
1152,1656,2023-06-10,Ocasional,Interés en su contenido,Verified
877,1656,2025-02-23,Ocasional,Interés en su contenido,Verified
101,1656,2025-01-07,Mensual,Interés en su contenido,Verified
100,1656,2021-11-16,Ocasional,Interés en su contenido,Verified
1450,1657,2022-06-10,Mensual,Interés en su contenido,Verified
558,1657,2020-11-30,Mensual,Interés en su contenido,Verified
623,1657,2020-08-20,Mensual,Interés en su contenido,Verified
1386,1657,2022-12-22,Semanal,Interés en su contenido,Verified
454,1657,2023-01-25,Ocasional,Interés en su contenido,Verified
989,1657,2023-06-02,Diaria,Interés en su contenido,Verified
1485,1657,2024-04-25,Mensual,Interés en su contenido,Verified
787,1657,2021-07-27,Diaria,Interés en su contenido,Verified
238,1657,2022-06-01,Semanal,Interés en su contenido,Verified
73,1657,2021-04-04,Mensual,Interés en su contenido,Verified
1190,1657,2024-01-01,Diaria,Interés en su contenido,Verified
305,1657,2022-07-01,Mensual,Interés en su contenido,Verified
745,1657,2021-04-16,Ocasional,Interés en su contenido,Verified
207,1658,2020-06-19,Ocasional,Interés en su contenido,Verified
1255,1658,2023-12-08,Diaria,Interés en su contenido,Verified
287,1658,2024-07-12,Diaria,Interés en su contenido,Verified
1210,1658,2022-09-07,Diaria,Interés en su contenido,Verified
165,1658,2021-09-07,Diaria,Interés en su contenido,Verified
359,1658,2024-02-07,Ocasional,Interés en su contenido,Verified
867,1658,2021-03-06,Mensual,Interés en su contenido,Verified
1140,1658,2024-01-25,Diaria,Interés en su contenido,Verified
550,1658,2020-09-15,Semanal,Interés en su contenido,Verified
1003,1658,2021-10-20,Diaria,Interés en su contenido,Verified
1434,1658,2023-11-27,Diaria,Interés en su contenido,Verified
226,1658,2023-01-31,Mensual,Interés en su contenido,Verified
794,1658,2023-07-28,Semanal,Interés en su contenido,Verified
1293,1658,2022-10-07,Ocasional,Interés en su contenido,Verified
322,1659,2024-11-27,Semanal,Interés en su contenido,Verified
1294,1659,2023-09-24,Diaria,Interés en su contenido,Verified
1003,1659,2023-12-04,Semanal,Interés en su contenido,Verified
244,1659,2021-02-15,Mensual,Interés en su contenido,Verified
914,1659,2022-05-31,Semanal,Interés en su contenido,Verified
893,1659,2022-01-20,Ocasional,Interés en su contenido,Verified
1185,1659,2023-09-06,Diaria,Interés en su contenido,Verified
404,1659,2022-07-09,Semanal,Interés en su contenido,Verified
527,1659,2024-09-11,Mensual,Interés en su contenido,Verified
445,1659,2025-01-20,Ocasional,Interés en su contenido,Verified
230,1659,2022-02-19,Ocasional,Interés en su contenido,Verified
980,1659,2023-05-12,Ocasional,Interés en su contenido,Verified
755,1659,2020-11-17,Semanal,Interés en su contenido,Verified
292,1659,2024-02-03,Mensual,Interés en su contenido,Verified
401,1660,2022-11-06,Diaria,Interés en su contenido,Verified
638,1660,2020-04-06,Ocasional,Interés en su contenido,Verified
858,1660,2024-06-05,Mensual,Interés en su contenido,Verified
293,1660,2024-07-13,Semanal,Interés en su contenido,Verified
479,1660,2024-03-25,Semanal,Interés en su contenido,Verified
377,1660,2020-04-12,Semanal,Interés en su contenido,Verified
1380,1660,2020-09-04,Mensual,Interés en su contenido,Verified
177,1660,2021-06-29,Diaria,Interés en su contenido,Verified
812,1660,2023-04-22,Semanal,Interés en su contenido,Verified
1083,1660,2021-01-31,Mensual,Interés en su contenido,Verified
347,1660,2024-08-29,Semanal,Interés en su contenido,Verified
591,1660,2024-11-23,Semanal,Interés en su contenido,Verified
61,1661,2021-08-16,Diaria,Interés en su contenido,Verified
431,1661,2024-11-30,Ocasional,Interés en su contenido,Verified
471,1661,2021-02-10,Semanal,Interés en su contenido,Verified
386,1661,2023-07-11,Semanal,Interés en su contenido,Verified
865,1661,2020-07-21,Diaria,Interés en su contenido,Verified
668,1661,2021-08-04,Semanal,Interés en su contenido,Verified
835,1661,2022-12-10,Ocasional,Interés en su contenido,Verified
564,1661,2022-04-18,Diaria,Interés en su contenido,Verified
184,1661,2022-03-05,Ocasional,Interés en su contenido,Verified
1108,1661,2022-05-26,Ocasional,Interés en su contenido,Verified
1222,1662,2022-08-25,Diaria,Interés en su contenido,Verified
167,1662,2020-10-03,Ocasional,Interés en su contenido,Verified
89,1662,2021-02-21,Semanal,Interés en su contenido,Verified
1400,1662,2020-03-06,Ocasional,Interés en su contenido,Verified
22,1662,2021-08-18,Ocasional,Interés en su contenido,Verified
1147,1662,2021-08-27,Ocasional,Interés en su contenido,Verified
952,1662,2020-06-14,Semanal,Interés en su contenido,Verified
328,1662,2020-10-17,Semanal,Interés en su contenido,Verified
1236,1662,2022-01-27,Semanal,Interés en su contenido,Verified
369,1662,2024-12-15,Semanal,Interés en su contenido,Verified
527,1662,2021-04-25,Mensual,Interés en su contenido,Verified
274,1662,2020-10-10,Diaria,Interés en su contenido,Verified
1185,1662,2023-09-01,Diaria,Interés en su contenido,Verified
850,1663,2020-05-19,Mensual,Interés en su contenido,Verified
1033,1663,2025-01-17,Semanal,Interés en su contenido,Verified
1385,1663,2021-05-10,Diaria,Interés en su contenido,Verified
437,1663,2021-06-08,Diaria,Interés en su contenido,Verified
493,1663,2024-08-28,Ocasional,Interés en su contenido,Verified
190,1663,2021-10-11,Diaria,Interés en su contenido,Verified
910,1663,2024-01-26,Diaria,Interés en su contenido,Verified
834,1664,2020-03-08,Mensual,Interés en su contenido,Verified
660,1664,2024-04-23,Mensual,Interés en su contenido,Verified
132,1664,2021-08-25,Diaria,Interés en su contenido,Verified
1430,1664,2023-09-24,Ocasional,Interés en su contenido,Verified
963,1664,2022-04-02,Mensual,Interés en su contenido,Verified
868,1665,2022-03-21,Diaria,Interés en su contenido,Verified
581,1665,2021-06-07,Mensual,Interés en su contenido,Verified
1250,1665,2024-12-21,Mensual,Interés en su contenido,Verified
360,1665,2021-11-01,Semanal,Interés en su contenido,Verified
920,1665,2022-01-21,Diaria,Interés en su contenido,Verified
465,1665,2020-08-11,Mensual,Interés en su contenido,Verified
842,1666,2020-04-09,Semanal,Interés en su contenido,Verified
116,1666,2021-06-20,Mensual,Interés en su contenido,Verified
1297,1666,2021-11-26,Ocasional,Interés en su contenido,Verified
300,1666,2021-08-13,Mensual,Interés en su contenido,Verified
213,1666,2024-10-14,Diaria,Interés en su contenido,Verified
1133,1666,2022-11-30,Diaria,Interés en su contenido,Verified
194,1666,2021-07-22,Diaria,Interés en su contenido,Verified
927,1667,2021-03-10,Diaria,Interés en su contenido,Verified
1149,1667,2021-05-16,Semanal,Interés en su contenido,Verified
33,1667,2022-06-12,Ocasional,Interés en su contenido,Verified
901,1667,2020-03-28,Ocasional,Interés en su contenido,Verified
420,1667,2020-07-07,Mensual,Interés en su contenido,Verified
1245,1667,2023-06-25,Diaria,Interés en su contenido,Verified
694,1667,2021-05-05,Diaria,Interés en su contenido,Verified
821,1667,2021-04-12,Ocasional,Interés en su contenido,Verified
1298,1667,2022-06-21,Ocasional,Interés en su contenido,Verified
300,1667,2020-12-19,Semanal,Interés en su contenido,Verified
460,1667,2024-04-12,Ocasional,Interés en su contenido,Verified
1102,1668,2022-10-01,Semanal,Interés en su contenido,Verified
730,1668,2024-08-29,Ocasional,Interés en su contenido,Verified
780,1668,2023-08-13,Semanal,Interés en su contenido,Verified
165,1668,2020-07-16,Mensual,Interés en su contenido,Verified
452,1668,2020-05-09,Mensual,Interés en su contenido,Verified
796,1668,2023-07-31,Ocasional,Interés en su contenido,Verified
788,1668,2022-06-16,Ocasional,Interés en su contenido,Verified
329,1668,2024-07-10,Semanal,Interés en su contenido,Verified
844,1668,2024-06-15,Diaria,Interés en su contenido,Verified
1386,1669,2021-07-05,Diaria,Interés en su contenido,Verified
1072,1669,2022-04-20,Semanal,Interés en su contenido,Verified
271,1669,2024-01-10,Ocasional,Interés en su contenido,Verified
154,1669,2023-11-12,Diaria,Interés en su contenido,Verified
171,1669,2020-05-20,Semanal,Interés en su contenido,Verified
1385,1669,2021-08-11,Mensual,Interés en su contenido,Verified
309,1669,2020-04-20,Semanal,Interés en su contenido,Verified
205,1669,2021-08-28,Semanal,Interés en su contenido,Verified
1011,1669,2024-02-11,Mensual,Interés en su contenido,Verified
1035,1669,2023-08-01,Mensual,Interés en su contenido,Verified
689,1669,2025-02-25,Diaria,Interés en su contenido,Verified
1207,1669,2025-02-11,Mensual,Interés en su contenido,Verified
1467,1669,2020-05-09,Diaria,Interés en su contenido,Verified
22,1669,2022-06-14,Mensual,Interés en su contenido,Verified
57,1670,2022-11-07,Ocasional,Interés en su contenido,Verified
1216,1670,2020-07-26,Ocasional,Interés en su contenido,Verified
306,1670,2024-11-30,Diaria,Interés en su contenido,Verified
814,1670,2021-10-03,Semanal,Interés en su contenido,Verified
767,1670,2020-04-22,Mensual,Interés en su contenido,Verified
114,1670,2021-08-12,Ocasional,Interés en su contenido,Verified
774,1670,2023-11-07,Semanal,Interés en su contenido,Verified
567,1670,2021-04-18,Ocasional,Interés en su contenido,Verified
1109,1670,2024-01-22,Diaria,Interés en su contenido,Verified
305,1670,2024-11-09,Semanal,Interés en su contenido,Verified
410,1670,2021-07-29,Semanal,Interés en su contenido,Verified
1381,1670,2024-05-06,Mensual,Interés en su contenido,Verified
153,1671,2021-07-16,Ocasional,Interés en su contenido,Verified
187,1671,2022-12-27,Diaria,Interés en su contenido,Verified
1464,1671,2021-12-27,Mensual,Interés en su contenido,Verified
843,1671,2025-01-27,Mensual,Interés en su contenido,Verified
1084,1671,2024-08-22,Diaria,Interés en su contenido,Verified
866,1671,2021-10-11,Ocasional,Interés en su contenido,Verified
1500,1672,2024-05-02,Semanal,Interés en su contenido,Verified
105,1672,2022-08-19,Ocasional,Interés en su contenido,Verified
613,1672,2022-11-10,Ocasional,Interés en su contenido,Verified
46,1672,2022-02-02,Semanal,Interés en su contenido,Verified
705,1672,2023-12-11,Mensual,Interés en su contenido,Verified
81,1672,2022-06-09,Mensual,Interés en su contenido,Verified
1443,1672,2020-08-12,Semanal,Interés en su contenido,Verified
1256,1672,2020-10-22,Diaria,Interés en su contenido,Verified
344,1672,2021-10-03,Diaria,Interés en su contenido,Verified
1452,1672,2023-06-10,Mensual,Interés en su contenido,Verified
328,1672,2024-10-13,Ocasional,Interés en su contenido,Verified
1004,1672,2022-06-09,Diaria,Interés en su contenido,Verified
925,1672,2020-06-23,Semanal,Interés en su contenido,Verified
1463,1673,2024-09-24,Mensual,Interés en su contenido,Verified
1169,1673,2023-02-05,Mensual,Interés en su contenido,Verified
579,1673,2023-09-17,Mensual,Interés en su contenido,Verified
1420,1673,2022-08-28,Semanal,Interés en su contenido,Verified
218,1673,2021-11-09,Semanal,Interés en su contenido,Verified
780,1673,2021-05-20,Mensual,Interés en su contenido,Verified
612,1674,2020-04-01,Ocasional,Interés en su contenido,Verified
382,1674,2023-09-02,Semanal,Interés en su contenido,Verified
617,1674,2022-12-28,Ocasional,Interés en su contenido,Verified
883,1674,2022-02-04,Diaria,Interés en su contenido,Verified
902,1674,2021-03-03,Semanal,Interés en su contenido,Verified
119,1674,2021-05-29,Mensual,Interés en su contenido,Verified
1127,1674,2022-05-31,Ocasional,Interés en su contenido,Verified
564,1674,2024-07-30,Diaria,Interés en su contenido,Verified
1443,1674,2022-03-15,Diaria,Interés en su contenido,Verified
642,1674,2024-09-10,Diaria,Interés en su contenido,Verified
25,1674,2021-09-03,Mensual,Interés en su contenido,Verified
563,1674,2023-12-28,Ocasional,Interés en su contenido,Verified
485,1674,2020-08-03,Mensual,Interés en su contenido,Verified
694,1675,2023-06-28,Diaria,Interés en su contenido,Verified
486,1675,2022-11-10,Semanal,Interés en su contenido,Verified
219,1675,2022-10-04,Mensual,Interés en su contenido,Verified
1046,1675,2023-01-14,Mensual,Interés en su contenido,Verified
263,1675,2024-01-03,Semanal,Interés en su contenido,Verified
618,1675,2022-03-12,Semanal,Interés en su contenido,Verified
1426,1675,2022-05-30,Diaria,Interés en su contenido,Verified
851,1675,2024-12-02,Diaria,Interés en su contenido,Verified
1432,1675,2022-12-19,Semanal,Interés en su contenido,Verified
967,1675,2022-06-27,Ocasional,Interés en su contenido,Verified
124,1675,2021-03-04,Mensual,Interés en su contenido,Verified
209,1675,2022-01-07,Diaria,Interés en su contenido,Verified
937,1675,2021-04-28,Mensual,Interés en su contenido,Verified
934,1676,2022-02-25,Mensual,Interés en su contenido,Verified
1255,1676,2023-11-17,Ocasional,Interés en su contenido,Verified
673,1676,2023-05-31,Ocasional,Interés en su contenido,Verified
837,1676,2020-10-12,Diaria,Interés en su contenido,Verified
1003,1676,2023-09-19,Semanal,Interés en su contenido,Verified
215,1677,2021-09-23,Mensual,Interés en su contenido,Verified
461,1677,2023-04-19,Semanal,Interés en su contenido,Verified
675,1677,2021-09-20,Semanal,Interés en su contenido,Verified
1042,1677,2022-01-25,Semanal,Interés en su contenido,Verified
442,1677,2020-06-10,Ocasional,Interés en su contenido,Verified
1224,1678,2024-11-12,Diaria,Interés en su contenido,Verified
837,1678,2020-09-29,Semanal,Interés en su contenido,Verified
199,1678,2024-02-03,Ocasional,Interés en su contenido,Verified
1216,1678,2022-01-07,Semanal,Interés en su contenido,Verified
1339,1678,2021-10-21,Semanal,Interés en su contenido,Verified
660,1678,2022-05-25,Ocasional,Interés en su contenido,Verified
1283,1678,2022-09-18,Ocasional,Interés en su contenido,Verified
349,1678,2023-01-02,Ocasional,Interés en su contenido,Verified
681,1678,2021-05-26,Semanal,Interés en su contenido,Verified
524,1678,2020-04-18,Ocasional,Interés en su contenido,Verified
768,1678,2022-04-24,Diaria,Interés en su contenido,Verified
1076,1678,2023-03-12,Mensual,Interés en su contenido,Verified
903,1678,2021-06-05,Mensual,Interés en su contenido,Verified
288,1678,2022-07-21,Diaria,Interés en su contenido,Verified
1040,1678,2021-05-29,Semanal,Interés en su contenido,Verified
